,Masked_sentences,Labels
2762,"Do you really [MASK] Edmond would build a resource like Winston and not be able to communicate with him at all times, anywhere in the world?",think
2763,"Edmond talked to Winston [MASK] the time—at home, traveling, out for walks—the two of them could connect at any moment with a simple phone call.",all
2764,I’ve seen Edmond chat for hours with [MASK],Winston.
2765,"Edmond used him like a personal assistant—to call for dinner reservations, to coordinate with his pilots, to do anything that needed doing, [MASK]",really.
2766,"In fact, when we were mounting the museum show, I talked to Winston quite often myself by phone.” Ambra reached inside the pocket of Langdon’s tails jacket and pulled out [MASK] turquoise-covered phone, flicking it on.",Edmond’s
2767,Langdon had powered [MASK] down in the museum to save its battery.,it
2768,"“You should turn on your phone [MASK] she said, “so we both have access to Winston.” “You’re not worried about being tracked if we turn these on?” Ambra shook her head.","too,”"
2769,"“The authorities haven’t had time [MASK] get the necessary court order, so I think it’s worth the risk—especially if Winston can update us on the Guardia’s progress and the situation at the airport.” Uneasy, Langdon turned on his phone and watched it come to life.",to
2770,"As the home screen materialized, he squinted into the light and felt a twinge of vulnerability, as if he had just become instantly locatable to every satellite in [MASK]",space.
2771,"You’ve seen too many spy movies, [MASK] told himself.",he
2772,"All at once, Langdon’s phone began pinging and vibrating as a backlog of messages [MASK] this evening began pouring in.",from
2773,"To his astonishment, Langdon had received more than two hundred texts and e-mails since turning off [MASK] phone.",his
2774,"As he scanned the in-box, he saw the messages were all from friends [MASK] colleagues.",and
2775,The earlier e-mails [MASK] congratulatory header lines— Great lecture!,had
2776,I can’t believe [MASK] there!,you’re
2777,"—but then, very [MASK] the tone of the headersturned anxious and deeply concerned, including a message from his book editor, Jonas Faukman: MY GOD—ROBERT, ARE YOU OKAY??!!","suddenly,"
2778,Langdon had never seen his scholarly editor employ all caps or double [MASK],punctuation.
2779,"Until now, Langdon had been feeling wonderfully invisible in the darkness of [MASK] waterways, as if the museum were a fading dream.",Bilbao’s
2780,"[MASK] all over the world, he realized.",It’s
2781,News of Kirsch’s mysterious discovery and brutal murder…along [MASK] my name and face.,with
2782,"[MASK] has been trying to reach us,” Ambra said, staring into the glow of Kirsch’s cell phone.",“Winston
2783,"“Edmond has received fifty-three missed calls in the last half hour, all from the same number, all exactly thirty seconds apart.” [MASK] chuckled.",She
2784,"“Tireless persistence is among [MASK] many virtues.” Just then, Edmond’s phone began ringing.",Winston’s
2785,[MASK] smiled at Ambra.,Langdon
2786,“I wonder who [MASK] is.” She held out the phone to him.,it
2787,“Answer it.” Langdon [MASK] the phone and pressed the speaker button.,took
2788,"[MASK] “Professor Langdon,” chimed Winston’s voice with its familiar British accent.",“Hello?”
2789,“I’m glad we’re back in [MASK],contact.
2790,"I’ve been trying to reach you.” “Yes, we can see that,” Langdon replied, impressed that the computer sounded so utterly calm [MASK] unruffled after fifty-three consecutive failed calls.",and
2791,"“There have been some developments,” Winston [MASK]",said.
2792,“There is a possibility that the airport authorities will be alerted to [MASK] names before you arrive.,your
2793,"Once again, I will suggest [MASK] follow my directions very carefully.” “We’re in your hands, Winston,” Langdon said.",you
2794,"“Tell us [MASK] to do.” “First thing, Professor,” Winston said, “if you have not yet jettisoned your cell phone, you need to do so immediately.” “Really?” Langdon gripped his phone more tightly.",what
2795,"“Don’t the authorities [MASK] a court order before anyone—” “On an American cop show perhaps, but you are dealing with Spain’s Guardia Real and the Royal Palace.",need
2796,"They will do what is necessary.” [MASK] eyed his phone, feeling strangely reluctant to part with it.",Langdon
2797,[MASK] whole life is in there.,My
2798,"“What [MASK] Edmond’s phone?” Ambra asked, sounding alarmed.",about
2799,"“Untraceable,” Winston [MASK]",replied.
2800,[MASK] was always concerned about hacking and corporate espionage.,“Edmond
2801,"He personally wrote an IMEI/IMSI veilingprogram that varies his phone’s C2 values to outsmart any GSM interceptors.” Of course [MASK] did, Langdon thought.",he
2802,"For the genius who created Winston, outsmarting [MASK] local phone company would be a cakewalk.",a
2803,Langdon frowned at his own apparently inferior [MASK],phone.
2804,Just then Ambra reached over and gently [MASK] it from his hands.,pried
2805,"Without a word, she held it over [MASK] railing and let go.",the
2806,Langdon watched the phone plummet down and splash [MASK] the dark waters of the Nervión River.,into
2807,"As it disappeared beneath the surface, [MASK] felt a pang of loss, staring back after it as the boat raced on.",he
2808,"[MASK] Ambra whispered, “just remember the wise words of Disney’s Princess Elsa.” Langdon turned.","“Robert,”"
2809,“I’m [MASK] Ambra smiled softly.,sorry?”
2810,"“Let it go.”CHAPTER 36 “S [MASK] misión todavía no ha terminado,” declared the voice on Ávila’s phone.",u
2811,Your mission is not [MASK] complete.,yet
2812,[MASK] sat up at attention in the backseat of the Uber as he listened to his employer’s news.,Ávila
2813,"“We’ve had an unexpected complication,” his contact [MASK] in rapid Spanish.",said
2814,“We need you to redirect to [MASK],Barcelona.
2815,Right [MASK] Barcelona?,away.”
2816,Ávila had been told [MASK] would be traveling to Madrid for further service.,he
2817,"“We have reason to believe,” the voice continued, “that two associates of Mr. Kirsch are traveling to Barcelona tonight in hopes of finding a way to trigger Mr. [MASK] presentation remotely.” Ávila stiffened.",Kirsch’s
2818,"“Is that possible?” “We’re not sure yet, [MASK] if they succeed, obviously it will undo all of your hard work.",but
2819,I need a man on the ground in [MASK] right away.,Barcelona
2820,[MASK],Discreetly.
2821,"Get there as fast as you can, [MASK] call me.” With that, the connection was terminated.",and
2822,[MASK] bad news felt strangely welcome to Ávila.,The
2823,I am [MASK] needed.,still
2824,Barcelona [MASK] farther than Madrid but still only a few hours at top speed on a superhighway in the middle of the night.,was
2825,"Without wasting a moment, Ávila raised his gun and pressed it [MASK] the Uber driver’s head.",against
2826,The man’s hands tensed [MASK] on the wheel.,visibly
2827,"[MASK] a Barcelona,” Ávila commanded.",“Llévame
2828,"The driver took the next exit, toward Vitoria-Gasteiz, eventually accelerating onto the [MASK] highway, heading east.",A-1
2829,"The only other vehicles on the road at this hour were thundering tractor trailers, all racing to complete their runs to Pamplona, to Huesca, to Lleida, and finally to one of the largest port cities on [MASK] Mediterranean Sea—Barcelona.Ávila could scarcely believe the strange sequence of events that had brought him to this moment.",the
2830,"From the depths of my deepest despair, I have risen to the moment [MASK] my most glorious service.",of
2831,"For a dark instant, Ávila was back in that bottomless pit, crawling across the smoke-filled altar at the Cathedral of Seville, searching the bloodstained [MASK] for his wife and child, only to realize they were gone forever.",rubble
2832,"For weeks after the attack, Ávila did not leave his [MASK]",home.
2833,"He lay trembling on [MASK] couch, consumed by an endless waking nightmare of fiery demons that dragged him into a dark abyss, shrouding him in blackness, rage, and suffocating guilt.",his
2834,"“The abyss is purgatory, ” a nun whispered beside him, one of the hundreds of grief counselors trained by the Church to [MASK] survivors.",assist
2835,“Your soul is trapped in [MASK] dark limbo.,a
2836,Absolution is the [MASK] escape.,only
2837,"You must find a way to forgive the people who did this, or your rage will consume you [MASK] She made the sign of the cross.",whole.”
2838,“Forgiveness is your only [MASK] Forgiveness?,salvation.”
2839,"Ávila tried to speak, [MASK] demons clenched his throat.",but
2840,"At [MASK] moment, revenge felt like the only salvation.",the
2841,But revenge against [MASK],whom?
2842,Responsibility [MASK] the bombing had never been claimed.,for
2843,“I realize acts of religious terrorism seem [MASK] the nun continued.,"unforgivable,”"
2844,"“And yet, it may be helpful to remember that our own faith waged a centurieslong Inquisition in the [MASK] of our God.",name
